	language	image_url	caption_reference_description	page_title	section_title
10587	nl	https://upload.wikimedia.org/wikipedia/commons/c/c7/Phytophthora_life_cycle_Dutch_text.png	Levenscyclus van Phytophthora als voorbeeld van een oömyceet	Paringstype	Levenscyclus aardappelziekte
10588	nl	http://upload.wikimedia.org/wikipedia/commons/1/14/Hans_Arp.JPG	"Jean Arp
7 juni"	Lijst van personen overleden in 1966	Juni
10589	nl	http://upload.wikimedia.org/wikipedia/commons/d/db/Hong_Kong_Stadium-1.jpg	Stadion waar kwalificatie plaatsvond.	Oost-Aziatisch kampioenschap voetbal 2003	Kwalificatie
10590	nl	https://upload.wikimedia.org/wikipedia/commons/1/18/Mozambique.JoaquimAlbertoChissano.01.jpg	Joaquim Chissano	1939	Geboren
10591	nl	https://upload.wikimedia.org/wikipedia/commons/b/b7/Puits_2_de_Flines_%C3%A0_Anhiers_-_Lu_24_Mars_2008.JPG	Schacht nr. 2	Anhiers	Bezienswaardigheden
10592	nl	https://upload.wikimedia.org/wikipedia/commons/f/f0/Hans_Christian_Svane_Hansen.jpg	Hans Christian Hansen	Biografielijst Ha	Han
10593	nl	https://upload.wikimedia.org/wikipedia/commons/9/9e/Rhagio.vitripennis2.-.lindsey.jpg	Rhagio vitripennis	Rhagio	Soorten
10594	nl	https://upload.wikimedia.org/wikipedia/commons/3/3e/Betonanker.jpg	Keilbouten	Plug (verbinding)	Varianten
10595	nl	https://upload.wikimedia.org/wikipedia/commons/7/79/Hyla_versicolor.jpg	Hyla versicolor	Lijst van amfibieën in Canada	Hylidae
10596	nl	https://upload.wikimedia.org/wikipedia/commons/9/91/Makhuea_-_Thai_eggplant.JPG	Een van de auberginesoorten die in Thailand wordt gebruikt is de makheua sa woi	Thaise keuken	Ingrediënten
10597	nl	https://upload.wikimedia.org/wikipedia/commons/2/21/The_Naked_Spur-Janet_Leigh.JPG	Janet Leigh	The Naked Spur	Verhaal
10598	nl	http://upload.wikimedia.org/wikipedia/commons/6/68/Lleida-20-3_sant_joan.jpg	Kerk van Sant Joan	Lerida (stad)	Cultuur
10599	nl	https://upload.wikimedia.org/wikipedia/commons/0/0c/Torbauten%2C_Schloss_Castell.JPG	Schloss Castell	Castell (geslacht)	Castell-Castell
10600	nl	https://upload.wikimedia.org/wikipedia/commons/2/23/Gregarines_zichtbaar_op_middendarm_sprinkhaan.png	Gregarines zichtbaar op middendarm sprinkhaan	Gregarina garnhami	Relatie met gastheer
10601	nl	https://upload.wikimedia.org/wikipedia/commons/e/ed/Schilderij_Brillant_Museum_van_het_Belgisch_Trekpaard_2014.JPG	Schilderij van het Belgisch trekpaard Brillant in het museum	Museum van het Belgisch Trekpaard	Collectie
10602	nl	https://upload.wikimedia.org/wikipedia/commons/2/27/Day_10-_The_Silver_Memorial_Bridge.jpg	De Silver Memorial Bridge uit 1969	Silver Bridge	Silver Memorial Bridge
10603	nl	https://upload.wikimedia.org/wikipedia/commons/b/b1/A-DNA%2C_B-DNA_and_Z-DNA.png	De drie natuurlijk voorkomende helixstructuren (A-, B- en Z-DNA)	Secundaire structuur (nucleïnezuur)	Dubbele helix
10604	nl	https://upload.wikimedia.org/wikipedia/commons/e/e1/20151025Naardermeer03.JPG	Pagina 10 met illustraties van Jan van Oort	Het Naardermeer (boek)	Het album
10605	nl	https://upload.wikimedia.org/wikipedia/commons/1/14/Moyenmoutier_abbatiale.jpg	Heropgebouwde abdij Sint-Hydulphe in Moyenmoutier.	Drogo van Toul	Levensloop
10606	nl	https://upload.wikimedia.org/wikipedia/commons/a/a6/Alabama-Covington_County_Courthouse.jpg	Covington County Courthouse	Covington County (Alabama)	Bevolkingsontwikkeling
10607	nl	https://upload.wikimedia.org/wikipedia/commons/5/57/MaastrSmedenstraat006.jpg	Luxe winkels in de Maastrichter Smedenstraat	Binnenstad (Maastricht)	Voorzieningen
10608	nl	https://upload.wikimedia.org/wikipedia/commons/3/38/GELP_-_Plantel_1915.jpg	Team dat in 1915 promotie afdwong.	Club de Gimnasia y Esgrima de La Plata	Amateurtijdperk
10609	nl	https://upload.wikimedia.org/wikipedia/commons/b/b0/20150902Drostestraat.JPG	Drostestraat in Amerongen, met links achter het groen het Drostehuis. Zomer 2015	Drostehuis (Amerongen)	Elisabeth Maria Post
10610	nl	https://upload.wikimedia.org/wikipedia/commons/d/d9/Giusy_Ferreri_%40_Wind_Music_Awards_2016_07_%28cropped%29.jpg	Giusy Ferreri (1979)	Lijst van inwoners van Palermo	vanaf 1960
10611	nl	https://upload.wikimedia.org/wikipedia/commons/b/b6/Vloten-bakerenkinderrijmen-3edruk1874-slaap.jpg	"Muzieknotatie in ""Nederlandsche baker- en kinderrijmen"" (1874), door M.A. Brandts Buys ('Slaap, kindje, slaap', 2 coupletten)."	Nederlandsche baker- en kinderrijmen	Voorwoord
10612	nl	https://upload.wikimedia.org/wikipedia/commons/2/2f/1899_San_Ciriaco_hurricane_track.png	De weg, die de Sint-Cyriacusorkaan aflegde. Groen: tropische storm, wit: orkaan, eerste categorie, lichtgeel: tweede categorie, donkergeel: derde categorie, oranje: vierde categorie, grijs: extratropische storm	Atlantisch orkaanseizoen 1899	De Sint-Cyriacusorkaan
10613	nl	http://upload.wikimedia.org/wikipedia/commons/f/fd/Emeli_sande.pk.jpg	"Emeli Sandé
geboren in 1988"	10 maart	Geboren
10614	nl	https://upload.wikimedia.org/wikipedia/commons/3/35/20190504Belversven_003c.JPG	westoever	Belversven	Zwakgebufferd ven
10615	nl	https://upload.wikimedia.org/wikipedia/commons/f/fc/Zilveren_schaal_met_afbeelding_van_de_kerk_-_Bedum_-_20028700_-_RCE.jpg	De kerk met vroegere kooromgang op een avondmaalsschaal	Walfriduskerk (Bedum)	Beschrijving
10616	nl	https://upload.wikimedia.org/wikipedia/commons/a/a0/Smalls_LIghthouse_-_10th_June_2018.jpg	De tweede vuurtoren van Smalls in 2018.	Vuurtoren van Smalls	De tweede vuurtoren
10617	nl	https://upload.wikimedia.org/wikipedia/commons/a/a8/Pollen_core_sampling.jpg	Staalname door middel van een grondboring bij Fort Bragg, North Carolina (V.S.).	Palynologie	Voorkomen
10618	nl	https://upload.wikimedia.org/wikipedia/commons/2/22/Nederlandsche_vogelen_%28KB%29_-_Coccothraustes_coccothraustes_%28136b%29.jpg	De appelvink beschreven als Loxia coccothraustes, in het werk Nederlandsche vogelen uit 1770	Appelvink	Taxonomie
10619	nl	https://upload.wikimedia.org/wikipedia/commons/2/2f/Citroen2cv6.jpg	2CV uit 1989	Citroën 2CV	Geschiedenis van de 2CV
10620	nl	https://upload.wikimedia.org/wikipedia/commons/c/c6/King_James_Bible_1772_-_Title_page.jpg	De omslag van een King James vertaling van de Bijbel uit 1772.	The Voyage that Shook the World	Conclusie
10621	nl	https://upload.wikimedia.org/wikipedia/commons/3/32/Evan_Wolfson_by_David_Shankbone.jpg	"Evan Wolfson
geboren op 4 februari 1957"	Lijst van personen geboren in 1957	Februari
10622	nl	https://upload.wikimedia.org/wikipedia/commons/8/83/Callebaut1915Zonsondergang.jpg	Zonsondergang (1915)	Franz Callebaut	Schilderscarrière
10623	nl	https://upload.wikimedia.org/wikipedia/commons/5/52/Rotterdam_stadhuis.jpg	Het stadhuis van Rotterdam	Rotterdam	Politiek
10624	nl	http://upload.wikimedia.org/wikipedia/commons/3/31/U-Bahn_Berlin_Stammstrecke.png	Stamtracé, nu U1 en U2	U2 (Berlijn)	Een nieuw vervoermiddel
10625	nl	https://upload.wikimedia.org/wikipedia/commons/f/f9/Gerald_Farinas_Chicago_Cathedral_of_Saint_James_from_North.jpg	St James’ Cathedral, Chicago	Pieces of Eight	Muziek
10626	nl	https://upload.wikimedia.org/wikipedia/commons/c/c1/Zuckerhut33.jpg	Suikerbroodberg	Rio de Janeiro (stad)	Bezienswaardigheden
10627	nl	http://upload.wikimedia.org/wikipedia/commons/5/54/Vladas-Mikenas-1931.png	"Vladas Mikenas
overleden op 3 november 1992"	Lijst van personen overleden in 1992/Voorstel	November
10628	nl	https://upload.wikimedia.org/wikipedia/commons/b/b5/Germany_Valley_WV_-_Panorama.jpg	Germany Valley in Pendleton.	Oostelijke Panhandle van West Virginia	Geografie
10629	nl	http://upload.wikimedia.org/wikipedia/commons/4/42/Jean_de_Heinzelin_de_Braucourt.JPG	"Jean de Heinzelin de Braucourt
overleden op 4 november 1998"	Lijst van personen overleden in 1998/Voorstel	November
10630	nl	https://upload.wikimedia.org/wikipedia/commons/3/3c/Lg_49.jpg	Karel ende Elegast	Nederlandse literatuur	Ridderromans
10631	nl	https://upload.wikimedia.org/wikipedia/commons/5/5c/Natural_gas_NL.png	Kaart van de concessies van de NAM in Nederland	Aardgaswinning in Nederland	Concessies
10632	nl	https://upload.wikimedia.org/wikipedia/commons/e/e7/Lombroso_1.jpg	Kenmerken van criminelen volgens Lombroso	Cesare Lombroso	Criminologie
10633	nl	https://upload.wikimedia.org/wikipedia/commons/6/63/RobertCapabyGerdaTaro.jpg	Robert Capa	Lijst van persfotografen	C
10634	nl	https://upload.wikimedia.org/wikipedia/commons/a/a7/Long_liner_in_Cook_Strait%2C_New_Zealand_1988.jpg	Inktvis Visser in Cook Strait	Nieuw-Zeelandse visserij	Historische evolutie
10635	nl	https://upload.wikimedia.org/wikipedia/commons/a/ac/Bad_Harzburg_-_stained_glass_window.jpg	Glas-in-loodraam in het stationsgebouw van Bad Harzburg (2013)	Station Bad Harzburg	Geschiedenis
10636	nl	https://upload.wikimedia.org/wikipedia/commons/e/ee/Spangled_Drongo_nest.jpg	Nest met jongen van de glansvlekdrongo	Glansvlekdrongo	Verspreiding en leefgebied
10637	nl	https://upload.wikimedia.org/wikipedia/commons/7/72/Bewoners_aan_de_maaltijd_in_tehuis_Bronbeek_voor_oud-KNIL-militairen_%282948429269%29.jpg	Bewoners aan de maaltijd in 1890	Bronbeek	Het landgoed Bronbeek
10638	nl	https://upload.wikimedia.org/wikipedia/commons/3/31/Yuya-outer_coffin.jpg	Egyptische Egyptoloog naast de sarcofaag van Yuya	Joeja	Gelijkenis met aartsvader Jozef
10639	nl	https://upload.wikimedia.org/wikipedia/commons/7/79/1901%E5%B9%B4%E6%94%B9%E6%AD%A3%E8%87%BA%E7%81%A3%E5%AF%A6%E6%B8%AC%E6%96%B0%E5%9C%B0%E5%9C%96_%28%E7%AF%80%E9%8C%84%E8%87%BA%E5%8C%97%E5%B8%82%E8%A1%97%E7%95%A5%E5%9C%96%29.jpg	Kaart van Taipei uit 1901, zichtbaar is de rechthoekige ommuurde stad.	Geschiedenis van Taipei	Stadsmuur
10640	nl	https://upload.wikimedia.org/wikipedia/commons/6/6d/Aermacchi_Harley-Davidson_No46%2C_pic1.JPG	Aermacchi Ala d'Oro 125	Michel Rougerie	Carrière
10641	nl	https://upload.wikimedia.org/wikipedia/commons/a/a5/Wapenboek_Beyeren_%28armorial%29_-_KB79K21_-_folios_031v_%28left%29_and_032r_%28right%29.jpg	Folio 31v	Wapenboek Beyeren	Mons 1310
10642	nl	https://upload.wikimedia.org/wikipedia/commons/6/66/Eva_Lechner_%2824505458015%29.jpg	Lechner in de Citadelcross 2015.	Eva Lechner	Cross
10643	nl	https://upload.wikimedia.org/wikipedia/commons/a/aa/Mayor_of_Nicosia_Eleni_Mavrou_at_her_office_Republic_of_Cyprus.jpg	"Eleni Mavrou
geboren op 2 februari 1961"	Lijst van personen geboren in 1961	Februari
10644	nl	https://upload.wikimedia.org/wikipedia/commons/0/04/2007TaipeiITMonth_IntelOCLiveTest_Overclocking.jpg	Hier wordt met vloeibare stikstof een component, in dit geval een processor, extreem gekoeld om een zeer hoge kloksnelheid te bereiken	Overklokken	Fabrieksspecificatie
10645	nl	https://upload.wikimedia.org/wikipedia/commons/1/16/Franti%C5%A1ek_Palack%C3%BD_pomn%C3%ADk.JPG	Monument Palacký te Čelechovice na Hané (regio Olomouc)	František Palacký	Politiek
10646	nl	https://upload.wikimedia.org/wikipedia/commons/a/a7/Exterieur_overzicht_Preekherengang%2C_links_Stadswal_en_rechts_Entre_Deux_-_Maastricht_-_20323964_-_RCE.jpg	Preekherengang met stadsmuur en oude Entre Deux (2002)	Preekherengang	Afbraak Dominicanenklooster en bouw Entre Deux
10647	nl	https://upload.wikimedia.org/wikipedia/commons/2/29/Modular_Origami.jpg	Voorbeelden van modulaire origami opgebouwd uit Sonobe-eenheden	Modulaire origami	Kenmerken
10648	nl	https://upload.wikimedia.org/wikipedia/commons/9/99/TV_pic3.png	"De functie 
  
    
      
        f
        (
        x
        )
        =
        
          x
          
            2
          
        
        sin
        ⁡
        (
        1
        
          /
        
        x
        )
      
    
    {\displaystyle f(x)=x^{2}\sin(1/x)}
  
 voor 
  
    
      
        x
        >
        0
      
    
    {\displaystyle x>0}"	Gladde functie	Voorbeelden
10649	nl	https://upload.wikimedia.org/wikipedia/commons/5/53/ADM-medewerkers_met_spandoeken_op_het_Binnenhof_Minister_van_Economische_Zaken%2C_Bestanddeelnr_932-4321.jpg	ADM-medewerkers protesteren tegen de dreigende sluiting, 1982	Amsterdamsche Droogdok Maatschappij	Fusie en faillissement
10650	nl	https://upload.wikimedia.org/wikipedia/commons/6/68/RMS_Britannic.jpg	Reconstructie van hoe de RMS Britannic eruit zou hebben gezien als passagiersschip van de White Star Line.	Britannic (schip, 1915)	Gevolgen van de Titanic-ramp
10651	nl	https://upload.wikimedia.org/wikipedia/commons/f/f9/20070304%E8%B4%B5%E9%98%B3-%E9%BB%84%E8%85%B0%E6%9F%B3%E8%8E%BA.jpg	Een Pallas' boszanger in zijn overwinteringsgebied	Pallas' boszanger	Verspreiding
10652	nl	https://upload.wikimedia.org/wikipedia/commons/3/30/Pelobates_cultripes_2.jpg	Kop van het kikkervisje.	Spaanse knoflookpad	Levenswijze
10653	nl	https://upload.wikimedia.org/wikipedia/commons/1/12/Andreas_Metaxas.jpg	"Andreas Metaxas
geboren in 1786"	Lijst van personen geboren in 1786	Datum onbekend
10654	nl	https://upload.wikimedia.org/wikipedia/commons/a/a3/Toyotomi_Hideyoshi.jpg	Toyotomi Hideyoshi	Oda Nobunaga	Economie en handel
10655	nl	https://upload.wikimedia.org/wikipedia/commons/5/58/Wij_Zijn_Moe_2016-04-16_-_3.png	Protest op 16 april 2016	Stephano Biervliet	Protest
10656	nl	https://upload.wikimedia.org/wikipedia/commons/6/6d/Cocaine_for_kids.png	Advertentie voor cocaïne-tanddruppels	Cocaïne	Medisch gebruik van cocaïne
10657	nl	https://upload.wikimedia.org/wikipedia/commons/e/ea/Marinus_van_Reymerswale_-_The_Banker_and_His_Wife_-_WGA19323.jpg	De geldwisselaar en zijn vrouw, Marinus van Reymerswale.	Maritieme geschiedenis van de Nederlanden: van de prehistorie tot 1585	Vlaanderen
10658	nl	https://upload.wikimedia.org/wikipedia/commons/9/9b/Jennifer_Willems_%281973%29.jpg	"Jennifer Willems
13 november"	Lijst van personen overleden in november 2015	November
10659	nl	https://upload.wikimedia.org/wikipedia/commons/7/75/Camiseta_autografata_de_Ricky_Rubio_%282009%29.jpg	Autographed T-Shirt of Ricky Rubio (2009)	Ricky Rubio	Clubbasketbal
10660	nl	https://upload.wikimedia.org/wikipedia/commons/9/9e/Cabaigu%C3%A1n_1.jpg	Straat in Cabaiguán	Sancti Spíritus (provincie)	Gemeenten
10661	nl	http://upload.wikimedia.org/wikipedia/commons/a/a0/Zeewind.jpg	Home Zeewind	Kosmos (Rodeberg)	Hotel
10662	nl	https://upload.wikimedia.org/wikipedia/commons/e/e7/CisalpinoHorgenOberdorf2.jpg	Pendolino (ETR 470) van Cisalpino bij Horgen Oberdorf in 2004	Monteverdi (spoorwegen)	Route en dienstregeling
10663	nl	https://upload.wikimedia.org/wikipedia/commons/0/0a/Solaroad8.JPG	Zicht op de Solaroad	Solaroad	Problemen en kritieken
10664	nl	https://upload.wikimedia.org/wikipedia/commons/0/0b/Centrolene_antioquiense.jpg	Centrolene antioquiense	Lijst van amfibieën in Colombia	Centrolenidae
10665	nl	https://upload.wikimedia.org/wikipedia/commons/9/9d/Manonlescaut3.jpg	Manon en Des Grieux	Manon (opera)	Tweede bedrijf
10666	nl	https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_the_Second_Spanish_Republic_%28plain%29.svg	Afb. 5. Spaanse civiele vlag, 1931-1939	Vlag van Spanje	Geschiedenis
10667	nl	https://upload.wikimedia.org/wikipedia/commons/e/ed/Poincare.jpg	Henri Poincaré	Lijst van wiskundigen	P
10668	nl	https://upload.wikimedia.org/wikipedia/commons/0/03/Spiegelbeeld.jpg	Een tekst in spiegelbeeld is moeilijk te lezen.	Spiegelbeeld (reflectie)	Geschreven tekst
10669	nl	https://upload.wikimedia.org/wikipedia/commons/b/b5/Kerk-sint-martinus-stein-1312720332.jpg	Sint-Martinuskerk	Stein (Limburg)	Bezienswaardigheden
10670	nl	https://upload.wikimedia.org/wikipedia/commons/c/c1/Dubbele_regenboog_Vierhouten.jpg	Eerste en tweede regenboog te Vierhouten met donkere band van Alexander ertussen.	Kleurenleer van Goethe	Licht en duisternis
10671	nl	https://upload.wikimedia.org/wikipedia/commons/6/6c/Thierry_Omeyer.jpg	"Thierry Omeyer
geboren op 2 november 1976"	Lijst van personen geboren in 1976	November
10672	nl	https://upload.wikimedia.org/wikipedia/commons/b/b9/Diplodocus%2C_Dinosaur_NM_1923.jpg	USNM 10865	Seismosaurus	Het vraagstuk van de geldigheid van de soort
10673	nl	https://upload.wikimedia.org/wikipedia/commons/3/3c/Jordi_Savall_20070116_Fnac_3.jpg	Jordi Savall	Forqueray	Geselecteerde discografie
10674	nl	https://upload.wikimedia.org/wikipedia/commons/f/f0/Herpert_van_Foreest.jpg	"Herpert van Foreest
geboren op 4 juni 1935"	Lijst van personen geboren in 1935	Juni
10675	nl	https://upload.wikimedia.org/wikipedia/commons/3/3f/Bushalte_perron-II.JPG	Wielgeleidende trottoirband te Groningen.	Perron (platform)	Bus en tram
10676	nl	https://upload.wikimedia.org/wikipedia/commons/5/5e/1940-02-28_Robert_Regout_F87324.jpg	Robert Regout neemt felicitaties in ontvangst na zijn inaugurale rede aan de Katholieke Universiteit Nijmegen, feb. 1940	Robert Hubert Willem Regout	Opleiding en werkzaamheden
10677	nl	https://upload.wikimedia.org/wikipedia/commons/7/7d/John_van_Dreelen_in_his_sportscar.jpg	"John van Dreelen
geboren op 5 mei 1922"	Lijst van personen geboren in 1922	Mei
10678	nl	https://upload.wikimedia.org/wikipedia/commons/6/6e/Dermulo-ferrovia.JPG	Trein in deelgemeente Dermulo	Taio (Italië)	Geografie
10679	nl	https://upload.wikimedia.org/wikipedia/commons/9/9c/Lowa%2BGotha.jpg	Lowa-motorwagen nummer 16 en Gotha-bijwagen nummer 248	Tram van Gera	Speciale voertuigen
10680	nl	https://upload.wikimedia.org/wikipedia/commons/6/64/Annie_Schilder%2C_Carola_Smit_and_Jan_Keyzer_1984.jpg	Schilder, Smit & Keizer (1984)	BZN	Wisseling van zangeres 1984
10681	nl	https://upload.wikimedia.org/wikipedia/commons/d/d3/Koninklijke_BLN-Schuttevaer_Leny_van_Toorenburg_-_Van_IJzerlooij_%2801%29.JPG	Leny van Toorenburg-Van IJzerlooij, Hoofd Nautisch Technisch van het kantoor	Koninklijke Schippersvereniging Schuttevaer	Bureau
10682	nl	https://upload.wikimedia.org/wikipedia/commons/7/7a/PW_Botha_1962.jpg	Staatspresident P.W. Botha	Tijdlijn van de geschiedenis van Zuid-Afrika	1983
10683	nl	https://upload.wikimedia.org/wikipedia/commons/9/96/Coldplay_in_Barcelona.jpg	Coldplay	Rock	De jaren 2000: postpunkrevival en alternatieve rock
10684	nl	https://upload.wikimedia.org/wikipedia/commons/5/57/Tyne_Daly_at_the_2009_Tribeca_Film_Festival.jpg	Tyne Daly (Cagney & Lacey), winnaar vrouwelijke hoofdrol in een dramaserie	40e Primetime Emmy Awards	Mannelijke hoofdrol in een miniserie
10685	nl	https://upload.wikimedia.org/wikipedia/commons/c/c4/Tarvasjoki_Church.jpg	Kerk van Tarvasjoki	Tarvasjoki	Geboren in Tarvasjoki
10686	nl	https://upload.wikimedia.org/wikipedia/commons/8/8b/Turul_and_Hungarian_flag.jpg	De Hongaarse vlag naast een beeld van de Turul op de Burchtheuvel	Vlag van Hongarije	Geschiedenis
10687	nl	https://upload.wikimedia.org/wikipedia/commons/5/5b/Deborah_van_Dam_Wikipedia.jpg	"Deborah van Dam
geboren in 1968"	Lijst van personen geboren in 1968	Datum onbekend
10688	nl	https://upload.wikimedia.org/wikipedia/commons/e/e6/Ernst_Lissauer.jpg	"Ernst Lissauer
geboren op 10 december 1882"	Lijst van personen geboren in 1882	December
10689	nl	http://upload.wikimedia.org/wikipedia/commons/4/42/Roman_candle_structure_drawing-en.svg	De structuur van een romeinse kaars	Romeinse kaars	Werking
10690	nl	https://upload.wikimedia.org/wikipedia/commons/2/27/Pimpelmees_jongen_%28Parus_caeruleus%29.jpg	Nest met 11 jongen	Pimpelmees	Voortplanting
10691	nl	https://upload.wikimedia.org/wikipedia/commons/9/93/Toeschouwers_bij_het_huwelijk_van_prinses_Juliana_en_prins_Bernhard.jpg	Huwelijk prinses Juliana en prins Bernhard	Grote of Sint-Jacobskerk (Den Haag)	Koninklijk Huis
10692	nl	https://upload.wikimedia.org/wikipedia/commons/0/02/Afonso_Alves.jpg	Alves bij Heerenveen.	Afonso Alves	sc Heerenveen
10693	nl	http://upload.wikimedia.org/wikipedia/commons/b/b6/Frisbee_Catch-_Fcb981.jpg	Speler pakt een schijf	Frisbee	Natuurkundige achtergrond
10694	nl	https://upload.wikimedia.org/wikipedia/commons/f/fa/Haverfordwest_Main_Street_South_Wales.jpg	High street (1991)	Haverfordwest	Geboren
10695	nl	https://upload.wikimedia.org/wikipedia/commons/a/af/Franz_Xaver_Winterhalter_-_Empress_Eug%C3%A9nie_-_2010.19_-_Museum_of_Fine_Arts.jpg	Keizerin Eugénie hield van een paars kleuraccent	Mauveïne	Geschiedenis
10696	nl	https://upload.wikimedia.org/wikipedia/commons/a/a4/Palau_bisbal_de_Lieja.jpg	Seminarie en bisschoppelijk paleis te Luik	Victor-Joseph Doutreloux	Laatste levensjaren
